games_x,turnovers,per,usagePercent,offensiveWs,defensiveWs,winShares,offensiveBox,defensiveBox,vorp,MVP,ranking,win_percentage,PPG_Score,APG_Score,RPG_Score,SPG_Score,BPG_Score,eFG%_Score
70,140,21.3,21.5,8.7,2.7,11.4,4.2,0.5,4.3,0,2,0.646,0.72,0.93,0.31,0.64,0.12,0.74
74,194,24.1,26.5,6.5,3.4,9.9,4.4,0.2,4.3,0,4,0.622,0.89,0.39,1.09,0.5,0.14,0.84
69,179,22.6,26.7,6.1,3.5,9.6,2.8,-0.1,3.1,0,7,0.573,0.96,0.33,0.99,0.3,0.64,0.75
80,202,23.1,24.3,7.2,4.3,11.5,3.4,0.8,4.8,0,14,0.488,0.87,0.38,0.86,0.51,1.11,0.8
77,255,26.1,33.6,10.8,2.2,13.0,6.4,-0.5,6.1,1,11,0.512,1.34,0.69,0.53,0.76,0.23,0.75
82,217,21.8,30.8,7.4,3.1,10.5,4.3,-0.4,4.6,0,13,0.5,1.07,0.62,0.56,0.53,0.18,0.75
63,193,21.0,26.5,4.1,2.3,6.4,3.1,0.5,3.2,0,10,0.512,0.85,1.05,0.41,1.14,0.23,0.72
80,224,26.1,27.9,6.3,6.8,13.0,3.8,3.2,6.2,0,1,0.707,0.85,0.44,0.98,0.44,1.17,0.82
75,157,24.1,27.1,6.3,4.3,10.6,5.3,2.5,5.1,0,1,0.707,0.7,0.45,0.4,0.77,0.18,0.8
82,249,18.2,29.3,4.7,3.9,8.6,2.5,-0.1,3.0,0,6,0.598,0.91,0.47,0.29,0.41,0.1,0.77
78,250,24.5,31.0,8.0,5.7,13.7,5.9,2.2,8.1,0,5,0.61,1.16,0.78,0.62,0.85,0.35,0.76
80,213,19.4,19.4,5.1,4.1,9.3,3.1,1.5,4.9,0,13,0.5,0.55,1.19,0.76,0.84,0.14,0.71
71,213,23.2,35.0,4.1,4.5,8.6,4.9,1.2,5.2,0,3,0.634,1.05,0.83,0.49,0.69,0.25,0.71
76,287,23.8,22.9,10.8,1.7,12.6,6.7,-0.8,5.3,0,0,0.744,0.79,1.5,0.33,0.4,0.04,0.92
78,167,27.6,28.9,11.8,4.5,16.3,7.2,1.2,7.4,0,-1,0.817,1.05,0.44,0.82,0.36,0.39,0.79
77,191,21.4,27.4,5.8,3.9,9.6,2.7,0.4,3.2,0,1,0.707,0.79,0.71,0.3,0.56,0.04,0.79
64,161,22.0,23.1,6.2,2.6,8.8,3.6,1.4,4.2,0,16,0.476,0.73,1.15,0.41,0.98,0.02,0.7
81,152,18.9,21.3,7.7,3.1,10.8,3.9,0.1,4.3,0,-1,0.817,0.71,0.67,0.26,0.53,0.1,0.84
51,216,28.9,34.7,5.9,2.9,8.8,6.3,1.8,4.9,0,9,0.537,1.17,0.97,0.43,1.11,0.6,0.75
77,253,21.1,30.2,5.2,3.0,8.2,2.5,-0.9,2.5,0,9,0.61,1.09,0.43,0.72,0.73,0.27,0.74
78,160,23.6,23.0,10.2,3.4,13.5,6.5,1.2,6.2,0,0,0.72,0.72,0.88,0.26,0.75,0.12,0.76
81,210,21.9,26.6,5.9,4.3,10.2,2.5,0.3,3.5,0,6,0.659,0.89,0.37,1.01,0.71,0.27,0.79
67,153,23.8,27.7,7.0,3.1,10.1,4.0,0.4,3.9,0,14,0.5,0.95,0.33,0.84,0.54,0.53,0.72
82,257,24.2,31.4,9.5,4.3,13.8,5.2,0.6,6.3,0,1,0.695,1.2,0.7,0.61,1.06,0.26,0.73
58,150,20.7,24.0,4.8,2.4,7.2,3.0,1.1,3.5,0,12,0.524,0.86,0.63,0.65,1.28,0.18,0.72
82,232,19.8,25.6,5.9,2.8,8.7,3.2,0.3,4.5,0,10,0.585,0.92,0.98,0.46,1.35,0.27,0.7
78,178,24.4,28.2,4.9,6.2,11.1,3.0,2.2,4.8,0,2,0.683,0.82,0.36,1.09,0.42,1.03,0.72
71,138,25.3,25.5,6.6,6.2,12.9,4.7,3.5,6.0,0,-1,0.805,0.8,0.45,0.9,0.82,0.66,0.78
74,200,24.3,28.7,6.6,4.5,11.1,5.6,2.7,6.0,0,2,0.683,0.83,0.58,0.46,0.85,0.24,0.78
72,132,18.2,24.5,4.8,2.9,7.7,2.3,0.1,2.6,0,0,0.72,0.73,0.54,0.32,0.58,0.07,0.74
82,214,19.0,23.8,5.3,4.4,9.6,2.5,1.5,4.9,0,15,0.488,0.84,0.62,0.53,1.21,0.32,0.71
82,245,20.9,26.7,8.9,2.8,11.6,3.4,-0.7,4.0,0,9,0.61,1.12,0.93,0.29,1.13,0.08,0.7
75,255,29.1,33.5,10.7,4.6,15.2,8.2,2.6,9.8,1,11,0.549,1.27,0.93,0.77,1.06,0.57,0.75
82,206,18.4,22.6,5.7,2.6,8.3,2.1,-0.3,2.9,0,15,0.488,0.72,0.89,0.38,0.74,0.04,0.71
81,295,21.1,22.0,9.0,1.4,10.5,5.8,-1.8,4.2,0,5,0.671,0.72,1.44,0.34,0.38,0.03,0.86
77,160,24.6,28.8,8.9,4.0,12.9,5.6,1.0,6.0,0,8,0.622,1.0,0.45,0.83,0.38,0.48,0.74
69,164,20.0,28.2,3.9,3.2,7.0,2.5,-0.1,2.6,0,2,0.683,0.79,0.77,0.31,0.46,0.06,0.72
80,201,28.3,25.7,13.2,4.6,17.8,7.2,3.2,9.3,0,3,0.683,0.89,1.5,0.39,1.57,0.03,0.76
80,221,19.6,24.8,6.7,5.7,12.4,3.3,1.4,5.0,0,-1,0.805,0.83,0.59,0.5,0.73,0.24,0.76
74,136,19.4,24.9,5.9,2.1,8.0,3.2,0.1,3.6,0,13,0.5,0.81,0.75,0.46,0.62,0.12,0.7
82,92,17.8,21.7,6.1,2.5,8.6,2.6,0.4,3.3,0,8,0.622,0.66,0.42,0.25,0.62,0.12,0.77
82,246,17.8,24.8,5.6,3.5,9.0,2.6,0.1,3.6,0,7,0.634,0.83,0.65,0.56,0.52,0.16,0.76
82,279,20.8,23.1,8.9,2.3,11.3,4.9,-1.1,4.5,0,6,0.659,0.8,1.36,0.29,0.64,0.15,0.78
77,173,18.8,21.8,7.8,2.1,9.9,3.9,-0.5,3.7,0,5,0.659,0.76,0.86,0.28,0.68,0.12,0.77
82,210,24.4,32.2,8.6,4.0,12.7,5.6,0.3,5.9,0,0,0.793,1.14,0.66,0.49,0.84,0.25,0.77
75,165,24.4,28.5,5.0,5.0,10.1,3.4,2.0,4.7,0,3,0.659,0.82,0.48,1.0,0.29,0.92,0.77
57,90,21.2,23.4,3.0,4.1,7.1,2.8,3.0,3.5,0,1,0.756,0.67,0.34,0.8,0.64,0.65,0.82
81,157,22.2,20.4,9.8,4.2,13.9,4.0,0.5,5.0,0,0,0.793,0.8,0.47,0.91,0.37,0.55,0.87
67,165,21.8,29.6,5.6,2.4,8.0,4.9,-0.1,4.2,0,16,0.439,1.09,0.37,0.48,0.59,0.79,0.79
82,222,18.4,22.3,5.6,3.5,9.2,2.6,0.6,4.3,0,14,0.5,0.8,0.72,0.54,0.92,0.24,0.78
81,241,31.7,33.8,13.7,6.5,20.3,9.5,3.7,11.8,1,-1,0.805,1.21,0.98,0.71,0.98,0.63,0.81
79,195,18.2,26.6,5.1,2.5,7.6,2.7,-0.9,3.1,0,10,0.573,0.91,0.78,0.41,0.61,0.13,0.75
82,199,18.6,21.8,6.2,2.5,8.8,2.4,0.0,3.3,0,14,0.5,0.69,0.88,0.42,0.77,0.09,0.74
74,248,19.5,21.1,6.7,0.5,7.3,4.5,-2.1,2.8,0,11,0.561,0.67,1.31,0.28,0.43,0.08,0.87
81,157,23.1,30.3,7.5,3.4,10.9,3.7,-0.3,4.2,0,7,0.61,1.1,0.33,0.79,0.43,0.43,0.76
72,186,23.4,31.7,5.6,3.0,8.6,3.8,-0.2,3.5,0,3,0.659,0.93,0.93,0.29,0.54,0.03,0.79
78,231,30.0,27.5,13.3,5.0,18.3,7.2,3.8,9.9,0,8,0.598,0.97,1.49,0.52,1.6,0.07,0.81
81,228,17.7,25.4,5.5,4.8,10.3,2.4,0.7,3.9,0,1,0.756,0.87,0.49,0.53,0.57,0.18,0.78
78,152,24.0,27.4,10.9,2.6,13.5,6.0,0.1,6.0,0,4,0.659,0.96,0.69,0.45,0.65,0.15,0.79
74,119,19.3,25.5,5.4,1.9,7.3,3.3,-0.3,3.1,0,7,0.61,0.83,0.46,0.23,0.76,0.15,0.82
79,272,30.4,36.2,10.3,4.4,14.7,8.2,2.4,9.6,0,12,0.524,1.28,1.01,0.47,1.26,0.73,0.79
68,228,21.1,24.7,6.5,1.9,8.4,4.8,-0.9,3.8,0,9,0.585,0.82,1.44,0.27,0.62,0.16,0.78
69,209,22.2,33.4,5.6,2.4,7.9,3.5,-1.2,2.9,0,5,0.646,1.21,0.4,0.62,0.75,0.23,0.75
73,177,20.2,24.3,7.7,1.7,9.5,4.5,-0.8,3.6,0,5,0.646,0.84,0.7,0.29,0.65,0.06,0.78
78,212,21.3,24.8,5.3,4.6,9.9,2.4,1.1,3.7,0,4,0.646,0.84,0.4,1.06,0.63,0.25,0.88
73,233,21.9,32.3,5.4,4.0,9.4,3.9,0.2,4.4,0,1,0.695,1.16,0.63,0.51,0.9,0.14,0.76
79,137,18.4,25.8,5.6,1.7,7.3,3.5,-1.1,2.7,0,6,0.646,0.77,0.38,0.24,0.45,0.08,0.82
78,140,24.7,26.0,6.4,4.5,10.9,4.4,1.8,5.0,0,7,0.61,0.77,0.4,0.95,0.34,0.8,0.81
82,271,26.2,32.0,11.1,5.0,16.1,6.3,0.8,7.5,0,8,0.61,1.29,0.35,0.72,0.8,0.55,0.8
65,143,22.9,21.4,6.8,4.2,11.0,3.7,1.3,4.2,0,1,0.695,0.79,0.42,1.07,0.33,0.93,0.84
75,154,22.5,25.8,6.5,3.2,9.7,5.1,1.6,4.7,0,7,0.61,0.71,0.62,0.36,0.8,0.17,0.8
76,261,31.1,33.5,13.3,5.2,18.5,9.1,2.8,10.3,0,-1,0.744,1.28,1.08,0.69,0.96,0.54,0.85
76,145,19.3,26.3,6.0,2.4,8.4,3.4,-0.7,3.4,0,6,0.646,0.91,0.61,0.44,0.63,0.04,0.79
58,79,18.2,17.7,3.3,2.7,6.0,2.7,2.4,3.0,0,4,0.646,0.51,0.34,0.43,0.83,0.65,0.83
81,295,21.6,22.9,9.1,0.8,9.9,6.1,-1.8,4.2,0,3,0.659,0.71,1.38,0.31,0.3,0.08,0.89
81,149,22.9,28.8,8.4,3.9,12.3,3.7,0.5,4.7,0,2,0.671,1.07,0.34,0.72,0.5,0.52,0.78
71,166,18.2,23.8,5.0,3.3,8.3,2.3,0.7,3.0,0,10,0.61,0.78,0.39,0.41,0.69,0.24,0.84
81,246,19.1,20.2,4.9,4.7,9.6,2.2,1.4,4.2,0,10,0.61,0.59,1.23,0.42,1.36,0.07,0.81
78,217,18.6,27.2,3.5,2.5,6.0,2.6,-0.9,2.7,1,15,0.5,0.89,0.76,0.36,0.43,0.19,0.77
65,129,21.3,26.7,7.0,2.1,9.1,4.7,0.0,4.1,0,9,0.61,0.92,0.59,0.41,0.55,0.13,0.79
81,198,21.0,22.2,4.2,5.1,9.3,2.4,2.7,5.1,0,6,0.646,0.67,0.53,0.82,0.93,1.13,0.79
77,252,28.0,34.9,8.5,4.6,13.0,7.1,2.1,7.9,0,11,0.573,1.14,0.82,0.46,1.07,0.57,0.78
76,252,20.6,23.8,7.4,3.0,10.3,4.2,-0.4,4.1,0,4,0.646,0.8,1.32,0.38,0.74,0.11,0.8
82,243,23.9,35.1,6.8,3.5,10.3,5.4,-0.2,5.0,0,3,0.695,1.14,0.63,0.49,0.68,0.08,0.78
76,122,21.9,22.9,3.7,4.0,7.7,2.2,2.2,3.5,0,0,0.744,0.61,0.35,0.86,0.37,1.03,0.8
78,218,23.6,30.6,8.6,3.3,12.0,5.2,-0.3,5.3,0,5,0.671,1.25,0.36,0.66,0.63,0.52,0.82
82,142,23.3,21.8,10.0,4.7,14.7,3.9,0.9,5.2,0,3,0.695,0.85,0.44,0.99,0.33,0.85,0.85
80,174,21.7,26.0,6.6,3.2,9.9,4.1,1.3,4.5,0,0,0.744,0.78,0.65,0.36,0.86,0.19,0.82
77,119,20.7,19.7,6.4,3.7,10.1,2.5,1.1,3.9,0,11,0.537,0.69,0.46,0.9,0.43,0.56,0.89
79,284,27.3,31.5,10.3,5.3,15.6,6.3,1.8,7.8,1,1,0.707,1.2,0.93,0.72,0.88,0.34,0.87
80,184,21.4,29.6,8.0,1.5,9.5,4.3,-1.0,3.5,0,12,0.524,1.06,0.33,0.31,0.56,0.1,0.81
75,265,20.8,21.4,7.3,0.7,7.9,4.7,-1.5,3.3,0,15,0.488,0.66,1.51,0.34,0.36,0.03,0.87
73,137,23.4,28.2,7.8,3.3,11.1,4.3,0.8,4.5,0,2,0.695,1.04,0.35,0.68,0.29,0.34,0.87
82,139,19.4,19.7,6.1,4.0,10.1,2.8,0.8,3.7,0,3,0.695,0.65,0.4,0.84,0.32,0.4,0.91
78,200,20.4,25.5,5.8,2.4,8.2,2.3,-0.4,2.4,0,0,0.744,0.79,0.87,0.29,0.64,0.02,0.85
80,177,23.7,21.1,9.5,4.4,13.9,4.4,2.8,6.7,0,10,0.561,0.71,1.3,0.4,1.32,0.03,0.8
80,171,19.7,24.0,6.5,5.1,11.6,3.0,1.6,4.6,0,4,0.683,0.85,0.43,0.52,0.56,0.34,0.88
81,278,23.5,32.2,8.3,4.8,13.1,6.3,0.5,6.7,0,-1,0.756,1.13,1.02,0.39,0.59,0.34,0.78
76,237,25.6,31.6,8.1,4.7,12.8,5.5,1.1,6.1,0,1,0.707,1.15,0.6,0.62,0.82,0.61,0.84
70,142,20.4,25.8,4.4,3.4,7.8,2.2,0.6,3.0,0,10,0.561,0.85,0.31,0.73,0.54,0.48,0.82
82,316,23.6,31.6,6.3,3.1,9.4,4.3,-0.1,4.4,0,5,0.671,0.99,1.09,0.45,1.06,0.2,0.73
53,187,22.1,26.2,5.9,0.8,6.7,5.0,-1.2,2.9,0,16,0.476,0.96,1.29,0.37,0.68,0.12,0.82
55,144,21.1,31.8,3.7,2.6,6.2,3.8,-0.2,2.7,0,13,0.545,1.04,0.48,0.57,0.62,0.22,0.71
58,204,21.9,35.7,4.2,2.0,6.2,4.2,-0.9,2.9,0,5,0.621,1.28,0.6,0.5,0.65,0.16,0.71
66,248,26.2,31.3,8.5,3.7,12.2,6.2,0.8,5.8,0,1,0.712,1.28,0.46,0.73,0.73,0.6,0.84
65,142,20.4,22.1,5.2,3.1,8.3,2.6,0.8,3.3,0,5,0.621,0.8,0.48,0.96,0.31,0.69,0.77
66,150,23.4,26.6,6.6,2.6,9.2,3.9,-0.2,3.4,0,6,0.606,0.95,0.42,1.0,0.45,0.37,0.85
62,137,21.1,21.6,7.5,1.8,9.3,4.1,0.2,3.1,0,1,0.712,0.77,0.49,0.37,0.55,0.12,0.89
62,213,30.7,32.0,10.0,4.5,14.5,8.2,2.7,7.6,1,2,0.697,1.24,0.82,0.73,1.01,0.41,0.85
61,149,19.4,21.2,5.7,1.2,6.9,3.6,-0.4,2.8,0,9,0.576,0.75,0.87,0.34,0.73,0.05,0.82
64,112,21.8,23.2,4.9,2.9,7.8,2.6,1.3,3.1,0,12,0.545,0.76,0.31,0.81,1.0,0.41,0.77
62,229,20.3,19.6,5.2,0.6,5.9,4.7,-1.2,2.7,0,16,0.5,0.57,1.41,0.28,0.33,0.07,0.89
60,153,22.0,27.7,5.5,1.6,7.1,3.6,-0.9,2.3,0,-1,0.758,0.84,1.02,0.26,0.52,0.04,0.75
60,124,27.0,24.3,10.4,2.3,12.7,6.7,2.4,6.1,0,6,0.606,0.91,1.19,0.33,1.38,0.04,0.8
61,173,19.6,28.1,3.3,3.7,7.0,3.0,1.1,3.2,0,8,0.591,0.89,0.59,0.48,0.63,0.22,0.77
66,239,22.9,32.7,5.5,2.4,7.9,3.7,-0.7,3.0,0,1,0.712,1.08,0.72,0.42,0.93,0.16,0.74
64,71,20.2,27.4,3.9,2.2,6.1,3.7,0.2,2.5,0,14,0.53,0.68,0.46,0.22,0.45,0.14,0.71
67,175,24.8,35.6,7.5,2.0,9.5,6.0,-1.7,3.9,0,5,0.659,1.23,0.34,0.64,0.43,0.27,0.73
78,287,23.0,31.9,8.4,2.6,10.9,4.7,-0.1,5.0,0,10,0.549,1.18,0.8,0.52,0.75,0.18,0.74
81,106,17.8,23.1,3.9,2.0,6.0,2.7,0.3,2.6,0,14,0.5,0.58,0.32,0.39,0.5,0.3,0.77
80,189,18.3,21.0,5.1,4.7,9.9,2.3,2.3,4.6,0,3,0.683,0.63,0.81,0.26,1.19,0.17,0.73
78,240,21.3,26.4,8.4,2.8,11.2,5.3,0.1,5.6,0,8,0.573,0.98,0.91,0.38,0.89,0.08,0.8
69,147,24.4,27.8,3.4,4.9,8.3,2.4,2.9,3.8,0,1,0.707,0.76,0.35,0.93,0.4,1.46,0.74
81,280,28.3,29.8,13.6,5.3,18.9,7.6,1.7,8.9,1,0,0.732,1.21,0.61,0.74,0.79,0.72,0.82
80,157,19.5,19.2,6.1,5.4,11.5,2.1,3.1,5.1,0,3,0.683,0.61,0.53,0.73,0.55,0.96,0.72
80,185,22.4,25.4,6.8,3.9,10.6,3.2,0.8,4.0,0,4,0.683,0.77,0.49,0.77,0.67,0.34,0.79
78,295,22.9,29.0,9.8,3.0,12.8,5.2,0.5,5.8,0,9,0.549,1.11,0.77,0.45,1.0,0.27,0.74
76,226,31.6,30.2,14.6,4.7,19.3,9.3,2.4,9.9,0,-1,0.805,1.15,0.96,0.75,0.93,0.49,0.88
73,182,17.9,22.3,5.6,1.8,7.4,2.5,-0.5,2.5,0,2,0.695,0.72,0.91,0.25,0.81,0.06,0.74
66,170,23.0,27.7,7.1,2.3,9.3,4.1,-0.5,3.1,0,1,0.707,0.87,1.0,0.28,0.45,0.05,0.78
70,159,26.4,22.6,10.6,3.4,13.9,6.4,2.4,6.4,0,4,0.683,0.73,1.28,0.35,1.33,0.08,0.77
77,214,19.1,27.4,3.5,3.7,7.2,3.0,0.7,3.6,0,15,0.506,0.8,0.64,0.59,0.6,0.22,0.73
69,194,24.0,29.5,6.1,3.5,9.6,3.7,0.7,3.8,0,-1,0.805,0.91,0.67,0.47,1.02,0.45,0.77
73,157,20.1,24.4,4.4,4.7,9.1,2.4,1.5,3.7,0,6,0.605,0.74,0.39,0.72,0.56,0.53,0.73
82,273,23.9,32.8,7.7,3.9,11.6,4.6,-0.2,4.6,0,0,0.732,1.0,0.98,0.49,0.97,0.16,0.69
78,218,20.3,24.4,9.1,1.8,10.9,4.5,-0.7,4.2,0,7,0.598,0.81,1.02,0.28,0.53,0.21,0.75
69,123,21.8,29.8,4.0,3.5,7.5,2.3,0.1,2.7,0,4,0.659,1.01,0.35,1.05,0.5,0.51,0.66
73,150,20.0,24.6,5.5,2.7,8.2,3.4,0.3,3.6,0,7,0.61,0.75,0.81,0.28,0.83,0.09,0.72
78,294,24.1,28.3,9.3,4.0,13.4,6.3,1.1,6.7,1,6,0.622,1.05,1.14,0.4,0.9,0.09,0.82
76,213,21.4,24.5,8.4,2.0,10.3,4.1,-0.2,4.0,0,9,0.585,0.89,0.79,0.3,0.75,0.15,0.81
81,285,29.8,33.0,14.8,4.4,19.2,8.8,1.4,9.6,0,0,0.72,1.4,0.74,0.7,0.7,0.38,0.81
80,224,20.1,28.3,4.4,6.4,10.8,2.7,2.1,5.0,0,2,0.683,0.95,0.47,0.64,1.04,0.14,0.71
68,139,20.0,24.7,3.3,2.4,5.7,2.8,1.2,2.4,0,-1,0.756,0.54,0.58,0.28,0.57,0.13,0.78
80,224,23.9,29.0,8.1,4.1,12.2,3.8,0.7,4.7,0,1,0.695,1.05,0.52,0.89,0.63,0.33,0.77
73,265,23.5,27.8,10.1,2.7,12.8,5.4,0.2,5.3,0,3,0.659,1.11,0.82,0.45,0.87,0.21,0.76
77,270,29.3,31.0,12.3,3.7,15.9,7.8,1.1,7.9,0,5,0.659,1.18,0.85,0.65,0.86,0.18,0.88
82,193,18.6,25.0,7.8,1.8,9.6,3.8,-0.6,3.9,0,4,0.659,0.9,0.75,0.33,0.43,0.14,0.73
77,196,26.9,28.8,10.6,3.7,14.3,8.3,0.6,7.7,0,15,0.488,1.14,0.59,1.18,0.42,0.23,0.76
79,194,20.1,22.9,8.4,3.3,11.7,4.1,0.6,4.8,0,11,0.585,0.78,0.99,0.44,0.84,0.1,0.74
80,117,23.6,26.9,8.6,2.3,10.9,5.0,0.0,4.7,0,8,0.598,0.95,0.36,0.59,0.5,0.29,0.79
62,145,25.9,23.7,9.0,3.2,12.2,6.0,2.6,5.8,0,1,0.695,0.83,1.43,0.41,1.36,0.03,0.74
82,295,19.5,27.4,4.0,4.0,7.9,2.4,0.4,3.6,0,12,0.537,0.84,1.18,0.38,1.0,0.25,0.68
65,93,21.3,21.6,8.2,3.0,11.2,3.4,1.2,4.2,0,8,0.61,0.85,0.43,0.56,0.93,0.29,0.76
70,156,18.6,23.7,4.2,2.7,6.8,2.6,0.2,2.7,0,4,0.671,0.67,0.71,0.29,0.68,0.11,0.76
80,249,28.0,28.9,11.5,4.1,15.7,8.2,1.7,7.9,1,-1,0.817,1.01,1.03,0.41,1.09,0.11,0.89
77,131,22.6,22.2,4.9,4.7,9.6,2.3,2.8,4.0,0,3,0.671,0.59,0.4,0.87,0.44,1.04,0.77
81,176,21.7,24.6,5.5,4.7,10.2,2.7,2.4,4.8,0,4,0.671,0.74,0.51,0.74,0.46,0.86,0.75
78,158,22.7,24.7,6.0,4.4,10.4,2.9,0.6,3.7,0,8,0.61,0.79,0.36,1.13,0.17,1.0,0.75
67,152,22.8,28.4,6.6,2.4,9.0,3.8,0.2,3.6,0,2,0.683,0.93,0.7,0.72,0.5,0.28,0.76
81,321,26.7,31.3,12.2,4.2,16.4,7.0,1.8,8.1,0,1,0.683,1.16,0.93,0.54,1.01,0.39,0.77
76,206,20.2,26.2,5.8,2.9,8.7,3.5,0.5,4.0,0,16,0.463,0.82,0.55,0.47,0.76,0.21,0.75
76,100,21.4,22.2,5.1,3.6,8.7,2.6,1.5,3.6,0,0,0.732,0.64,0.43,0.68,0.47,0.69,0.82
75,186,21.5,26.2,8.4,2.0,10.4,4.4,-0.4,4.2,0,5,0.646,0.92,0.69,0.3,0.81,0.14,0.8
69,272,25.9,32.3,7.4,2.9,10.4,6.1,1.0,5.7,0,5,0.646,1.07,0.99,0.58,0.84,0.38,0.81
64,97,22.0,23.0,4.2,4.4,8.6,2.8,3.1,4.1,0,3,0.671,0.7,0.34,0.69,1.23,0.4,0.78
82,222,20.7,26.9,7.3,3.3,10.6,4.3,0.3,4.9,0,6,0.622,0.89,0.82,0.44,0.63,0.14,0.76
70,173,19.3,25.4,5.1,2.0,7.1,3.2,-0.1,3.1,0,9,0.598,0.75,0.9,0.45,0.83,0.1,0.72
82,190,26.0,23.7,12.9,3.2,16.1,6.4,1.6,7.2,0,2,0.683,0.81,1.36,0.44,1.01,0.1,0.82
73,205,20.6,25.3,5.0,2.8,7.7,2.7,0.3,2.8,0,0,0.732,0.67,0.94,0.24,0.91,0.22,0.75
